id|data_inversa|dia_semana|horario|uf|br|municipio|causa_acidente|tipo_acidente|classificacao_acidente|fase_dia|condicao_metereologica|pessoas|mortos|feridos_leves|feridos_graves
268400|2020-02-10|segunda-feira|09:20:00|RS|290.0|SANTO ANTONIO DA PATRULHA|Falta de Atenção à Condução|Tombamento|Com Vítimas Feridas|Pleno dia|Céu Claro|1|0|1|0
268401|2020-02-10|segunda-feira|09:00:00|PB|104.0|QUEIMADAS|Desobediência às normas de trânsito pelo condutor|Tombamento|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|1|0
268403|2020-02-10|segunda-feira|10:30:00|RS|290.0|SANTO ANTONIO DA PATRULHA|Não guardar distância de segurança|Colisão traseira|Com Vítimas Feridas|Pleno dia|Céu Claro|3|0|1|0
268404|2020-02-10|segunda-feira|10:35:00|PE|101.0|ABREU E LIMA|Falta de Atenção do Pedestre|Atropelamento de Pedestre|Com Vítimas Feridas|Pleno dia|Sol|2|0|1|0
268406|2020-02-10|segunda-feira|11:00:00|PR|277.0|PARANAGUA|Falta de Atenção à Condução|Colisão lateral|Sem Vítimas|Pleno dia|Chuva|2|0|0|0
268407|2020-02-10|segunda-feira|11:00:00|RS|116.0|PORTO ALEGRE|Não guardar distância de segurança|Colisão traseira|Sem Vítimas|Pleno dia|Nublado|3|0|0|0
268409|2020-02-10|segunda-feira|06:40:00|MT|70.0|CACERES|Falta de Atenção à Condução|Colisão com objeto estático|Com Vítimas Feridas|Pleno dia|Nublado|2|0|1|0
268410|2020-02-10|segunda-feira|11:05:00|RN|304.0|MACAIBA|Não guardar distância de segurança|Colisão traseira|Com Vítimas Feridas|Pleno dia|Céu Claro|4|0|1|1
268411|2020-02-10|segunda-feira|11:05:00|SP|116.0|SANTA ISABEL|Pista Escorregadia|Capotamento|Com Vítimas Feridas|Pleno dia|Chuva|3|0|1|0
268412|2020-02-10|segunda-feira|11:40:00|ES|101.0|ICONHA|Velocidade Incompatível|Colisão lateral|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|0|1
268414|2020-02-10|segunda-feira|11:10:00|MG|381.0|OLIVEIRA|Velocidade Incompatível|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Chuva|1|0|1|0
268415|2020-02-10|segunda-feira|11:00:00|SC|101.0|BALNEARIO CAMBORIU|Falta de Atenção à Condução|Colisão traseira|Com Vítimas Feridas|Pleno dia|Nublado|3|0|2|0
268416|2020-02-10|segunda-feira|10:00:00|PR|476.0|CURITIBA|Defeito Mecânico no Veículo|Colisão com objeto em movimento|Com Vítimas Feridas|Pleno dia|Nublado|1|0|1|0
268417|2020-02-10|segunda-feira|11:16:00|SP|116.0|PINDAMONHANGABA|Falta de Atenção à Condução|Colisão traseira|Sem Vítimas|Pleno dia|Chuva|3|0|0|0
268418|2020-02-10|segunda-feira|12:45:00|ES|101.0|CARIACICA|Falta de Atenção à Condução|Colisão lateral|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|1|0
268420|2020-01-28|terça-feira|14:42:00|MS|163.0|CAMPO GRANDE|Falta de Atenção à Condução|Colisão transversal|Com Vítimas Feridas|Pleno dia|Céu Claro|4|0|0|1
268421|2020-02-10|segunda-feira|12:35:00|SC|101.0|PALHOCA|Falta de Atenção à Condução|Colisão lateral|Com Vítimas Feridas|Pleno dia|Nublado|2|0|1|0
268422|2020-02-10|segunda-feira|13:00:00|GO|364.0|JATAI|Carga excessiva e/ou mal acondicionada|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Céu Claro|1|0|0|1
268423|2020-02-10|segunda-feira|12:20:00|RJ|101.0|SAO GONCALO|Defeito Mecânico no Veículo|Colisão traseira|Com Vítimas Feridas|Pleno dia|Sol|3|0|2|0
268424|2020-02-10|segunda-feira|12:45:00|PR|116.0|CAMPINA GRANDE DO SUL|Velocidade Incompatível|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Chuva|2|0|1|0
268426|2020-02-10|segunda-feira|12:45:00|MS|262.0|ANASTACIO|Velocidade Incompatível|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Chuva|1|0|1|0
268427|2020-02-10|segunda-feira|11:40:00|RJ|101.0|ANGRA DOS REIS|Desobediência às normas de trânsito pelo condutor|Colisão frontal|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|1|0
268428|2020-02-10|segunda-feira|12:50:00|PR|163.0|CASCAVEL|Velocidade Incompatível|Saída de leito carroçável|Com Vítimas Fatais|Pleno dia|Chuva|3|1|0|0
268430|2020-02-10|segunda-feira|12:10:00|MG|381.0|CONTAGEM|Falta de Atenção à Condução|Colisão com objeto estático|Com Vítimas Feridas|Pleno dia|Céu Claro|1|0|1|0
268431|2020-02-10|segunda-feira|12:45:00|SC|282.0|FLORIANOPOLIS|Não guardar distância de segurança|Colisão traseira|Com Vítimas Feridas|Pleno dia|Nublado|3|0|1|0
268433|2020-02-10|segunda-feira|14:00:00|PR|376.0|MARINGA|Falta de Atenção à Condução|Colisão lateral|Com Vítimas Feridas|Pleno dia|Nublado|2|0|1|0
268434|2020-02-10|segunda-feira|13:27:00|PR|277.0|GUARAPUAVA|Falta de Atenção à Condução|Colisão traseira|Com Vítimas Feridas|Pleno dia|Nublado|5|0|1|0
268435|2020-02-10|segunda-feira|14:25:00|SC|280.0|GUARAMIRIM|Ultrapassagem Indevida|Atropelamento de Pedestre|Com Vítimas Feridas|Pleno dia|Nublado|3|0|2|1
268436|2020-02-10|segunda-feira|14:10:00|PR|163.0|TOLEDO|Ingestão de Álcool|Saída de leito carroçável|Sem Vítimas|Pleno dia|Chuva|2|0|0|0
268437|2020-02-10|segunda-feira|14:30:00|ES|101.0|LINHARES|Desobediência às normas de trânsito pelo condutor|Queda de ocupante de veículo|Com Vítimas Feridas|Pleno dia|Sol|3|0|1|0
268438|2020-02-10|segunda-feira|14:40:00|RN|101.0|SAO GONCALO DO AMARANTE|Defeito Mecânico no Veículo|Colisão traseira|Com Vítimas Feridas|Pleno dia|Céu Claro|3|0|1|0
268440|2020-02-10|segunda-feira|14:35:00|SC|470.0|BLUMENAU|Ingestão de Álcool|Colisão transversal|Sem Vítimas|Pleno dia|Nublado|2|0|0|0
268443|2020-02-10|segunda-feira|13:10:00|GO|153.0|MORRINHOS|Falta de Atenção à Condução|Colisão traseira|Com Vítimas Feridas|Pleno dia|Nublado|3|0|1|0
268444|2020-02-10|segunda-feira|05:20:00|SP|116.0|ITAPECERICA DA SERRA|Falta de Atenção à Condução|Colisão lateral|Sem Vítimas|Amanhecer|Garoa/Chuvisco|2|0|0|0
268445|2020-02-10|segunda-feira|14:25:00|PR|277.0|FOZ DO IGUACU|Falta de Atenção à Condução|Colisão transversal|Com Vítimas Feridas|Pleno dia|Céu Claro|8|0|1|0
268446|2020-02-10|segunda-feira|14:45:00|SC|470.0|POUSO REDONDO|Desobediência às normas de trânsito pelo condutor|Colisão transversal|Com Vítimas Feridas|Pleno dia|Nublado|2|0|1|0
268447|2020-02-05|quarta-feira|21:15:00|MS|158.0|PARANAIBA|Falta de Atenção à Condução|Colisão traseira|Sem Vítimas|Plena Noite|Garoa/Chuvisco|2|0|0|0
268448|2020-02-10|segunda-feira|13:30:00|MG|381.0|GOVERNADOR VALADARES|Falta de Atenção à Condução|Colisão transversal|Com Vítimas Feridas|Pleno dia|Céu Claro|3|0|1|1
268449|2020-02-10|segunda-feira|15:20:00|SE|235.0|ITABAIANA|Falta de Atenção à Condução|Queda de ocupante de veículo|Com Vítimas Feridas|Pleno dia|Nublado|1|0|0|1
268450|2020-02-10|segunda-feira|15:40:00|SP|116.0|SAO JOSE DOS CAMPOS|Falta de Atenção do Pedestre|Queda de ocupante de veículo|Com Vítimas Feridas|Pleno dia|Chuva|1|0|1|0
268451|2020-02-10|segunda-feira|16:25:00|TO|153.0|ARAGUAINA|Falta de Atenção à Condução|Colisão lateral|Com Vítimas Feridas|Pleno dia|Sol|2|0|1|0
268452|2020-02-10|segunda-feira|16:05:00|PE|232.0|BELO JARDIM|Falta de Atenção à Condução|Colisão frontal|Com Vítimas Feridas|Pleno dia|Céu Claro|3|0|2|1
268453|2020-02-10|segunda-feira|16:00:00|PB|230.0|JOAO PESSOA|Não guardar distância de segurança|Colisão traseira|Com Vítimas Feridas|Pleno dia|Sol|4|0|1|0
268454|2020-02-10|segunda-feira|15:45:00|SC|101.0|SAO JOSE|Falta de Atenção à Condução|Colisão traseira|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|1|0
268455|2020-02-10|segunda-feira|16:30:00|DF|40.0|BRASILIA|Falta de Atenção à Condução|Colisão lateral|Com Vítimas Feridas|Pleno dia|Nublado|2|0|1|0
268456|2020-02-10|segunda-feira|16:54:00|PA|163.0|SANTAREM|Falta de Atenção à Condução|Colisão transversal|Com Vítimas Feridas|Pleno dia|Céu Claro|3|0|1|0
268457|2020-02-10|segunda-feira|14:30:00|SC|470.0|RIO DO SUL|Falta de Atenção à Condução|Colisão transversal|Com Vítimas Feridas|Pleno dia|Nublado|2|0|1|0
268458|2020-02-10|segunda-feira|17:00:00|SE|235.0|NOSSA SENHORA DO SOCORRO|Falta de Atenção à Condução|Colisão transversal|Com Vítimas Feridas|Pleno dia|Céu Claro|3|0|1|1
268459|2020-01-09|quinta-feira|12:00:00|MG|365.0|PATROCINIO|Desobediência às normas de trânsito pelo condutor|Colisão lateral|Com Vítimas Feridas|Pleno dia|Ignorado|3|0|2|0
268460|2020-02-10|segunda-feira|17:27:00|BA|324.0|SALVADOR|Pista Escorregadia|Queda de ocupante de veículo|Com Vítimas Feridas|Pleno dia|Garoa/Chuvisco|1|0|1|0
268461|2020-02-10|segunda-feira|16:35:00|SC|280.0|RIO NEGRINHO|Desobediência às normas de trânsito pelo condutor|Colisão lateral|Com Vítimas Feridas|Pleno dia|Nublado|2|0|1|0
268462|2020-02-10|segunda-feira|17:05:00|PB|230.0|CAMPINA GRANDE|Desobediência às normas de trânsito pelo condutor|Colisão lateral|Com Vítimas Feridas|Pleno dia|Céu Claro|3|0|1|0
268463|2020-02-10|segunda-feira|17:20:00|GO|364.0|CACHOEIRA ALTA|Falta de Atenção à Condução|Capotamento|Com Vítimas Feridas|Anoitecer|Chuva|2|0|2|0
268464|2020-02-10|segunda-feira|18:02:00|PR|163.0|LINDOESTE|Falta de Atenção à Condução|Colisão transversal|Com Vítimas Feridas|Anoitecer|Garoa/Chuvisco|2|0|0|1
268465|2020-02-10|segunda-feira|15:40:00|PR|476.0|ADRIANOPOLIS|Falta de Atenção à Condução|Colisão lateral|Com Vítimas Feridas|Pleno dia|Garoa/Chuvisco|4|0|2|0
268466|2020-02-10|segunda-feira|18:10:00|ES|101.0|CARIACICA|Velocidade Incompatível|Colisão traseira|Com Vítimas Feridas|Anoitecer|Nublado|3|0|2|0
268467|2020-02-10|segunda-feira|17:40:00|PR|376.0|CURITIBA|Falta de Atenção à Condução|Queda de ocupante de veículo|Com Vítimas Feridas|Pleno dia|Garoa/Chuvisco|1|0|1|0
268468|2020-02-10|segunda-feira|17:55:00|RN|101.0|NATAL|Não guardar distância de segurança|Colisão traseira|Com Vítimas Feridas|Anoitecer|Céu Claro|3|0|1|1
268471|2020-02-10|segunda-feira|18:50:00|GO|153.0|GOIANIA|Desobediência às normas de trânsito pelo condutor|Colisão lateral|Com Vítimas Feridas|Plena Noite|Céu Claro|2|0|1|0
268472|2020-02-10|segunda-feira|17:25:00|SC|470.0|BLUMENAU|Falta de Atenção à Condução|Colisão transversal|Com Vítimas Feridas|Pleno dia|Garoa/Chuvisco|2|0|1|0
268473|2020-02-10|segunda-feira|18:35:00|ES|262.0|DOMINGOS MARTINS|Velocidade Incompatível|Tombamento|Com Vítimas Feridas|Anoitecer|Nublado|1|0|0|1
268474|2020-02-10|segunda-feira|18:30:00|MG|40.0|RIBEIRAO DAS NEVES|Defeito Mecânico no Veículo|Incêndio|Sem Vítimas|Plena Noite|Céu Claro|1|0|0|0
268475|2020-02-10|segunda-feira|19:00:00|MG|40.0|ESMERALDAS|Ingestão de Álcool|Colisão lateral|Sem Vítimas|Plena Noite|Céu Claro|2|0|0|0
268476|2020-02-10|segunda-feira|13:20:00|MG|153.0|CANAPOLIS|Falta de Atenção à Condução|Saída de leito carroçável|Sem Vítimas|Pleno dia|Céu Claro|1|0|0|0
268477|2020-02-10|segunda-feira|06:30:00|MG|40.0|JOAO PINHEIRO|Velocidade Incompatível|Saída de leito carroçável|Com Vítimas Feridas|Plena Noite|Chuva|1|0|1|0
268478|2020-02-10|segunda-feira|19:15:00|SC|282.0|FLORIANOPOLIS|Desobediência às normas de trânsito pelo condutor|Colisão lateral|Com Vítimas Feridas|Plena Noite|Céu Claro|2|0|1|0
268479|2020-02-10|segunda-feira|19:25:00|MG|262.0|RIO CASCA|Defeito na Via|Saída de leito carroçável|Com Vítimas Feridas|Plena Noite|Céu Claro|2|0|2|0
268480|2020-02-10|segunda-feira|19:10:00|MG|381.0|PERDOES|Falta de Atenção à Condução|Atropelamento de Pedestre|Com Vítimas Feridas|Plena Noite|Chuva|2|0|2|0
268481|2020-02-10|segunda-feira|18:28:00|PR|277.0|MATELANDIA|Pista Escorregadia|Queda de ocupante de veículo|Com Vítimas Feridas|Anoitecer|Garoa/Chuvisco|1|0|0|1
268482|2020-02-10|segunda-feira|18:30:00|MS|158.0|PARANAIBA|Desobediência às normas de trânsito pelo pedestre|Atropelamento de Pedestre|Com Vítimas Fatais|Plena Noite|Chuva|3|1|0|0
268483|2020-02-10|segunda-feira|19:15:00|SC|470.0|NAVEGANTES|Falta de Atenção à Condução|Colisão lateral|Com Vítimas Feridas|Plena Noite|Céu Claro|2|0|1|0
268485|2020-02-10|segunda-feira|18:15:00|RJ|116.0|PORTO REAL|Falta de Atenção à Condução|Colisão transversal|Sem Vítimas|Anoitecer|Chuva|2|0|0|0
268486|2020-02-10|segunda-feira|19:40:00|RJ|101.0|CAMPOS DOS GOYTACAZES|Desobediência às normas de trânsito pelo condutor|Colisão transversal|Com Vítimas Fatais|Plena Noite|Chuva|4|1|1|0
268487|2020-02-10|segunda-feira|19:45:00|SE|101.0|SANTA LUZIA DO ITANHY|Ultrapassagem Indevida|Colisão frontal|Com Vítimas Fatais|Plena Noite|Céu Claro|2|1|0|0
268488|2020-02-10|segunda-feira|18:40:00|CE|116.0|HORIZONTE|Falta de Atenção à Condução|Colisão transversal|Com Vítimas Feridas|Plena Noite|Céu Claro|2|0|0|1
268489|2020-02-10|segunda-feira|13:30:00|SP|116.0|CAJATI|Pista Escorregadia|Saída de leito carroçável|Sem Vítimas|Pleno dia|Chuva|1|0|0|0
268490|2020-02-10|segunda-feira|15:30:00|SP|116.0|BARRA DO TURVO|Falta de Atenção à Condução|Colisão com objeto estático|Com Vítimas Feridas|Pleno dia|Chuva|2|0|2|0
268491|2020-02-10|segunda-feira|18:30:00|RR|174.0|BOA VISTA|Falta de Atenção à Condução|Capotamento|Com Vítimas Feridas|Plena Noite|Céu Claro|3|0|1|0
268492|2020-02-10|segunda-feira|13:15:00|SP|116.0|CAJATI|Pista Escorregadia|Colisão com objeto estático|Com Vítimas Feridas|Pleno dia|Chuva|2|0|2|0
268493|2020-01-13|segunda-feira|18:40:00|PR|376.0|CURITIBA|Falta de Atenção à Condução|Colisão lateral|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|1|0
268494|2020-02-10|segunda-feira|20:20:00|MG|50.0|UBERABA|Condutor Dormindo|Colisão traseira|Com Vítimas Feridas|Plena Noite|Céu Claro|2|0|1|0
268495|2020-02-10|segunda-feira|17:40:00|SC|280.0|GUARAMIRIM|Falta de Atenção à Condução|Colisão transversal|Com Vítimas Feridas|Pleno dia|Garoa/Chuvisco|2|0|1|0
268496|2020-02-10|segunda-feira|20:45:00|MG|381.0|BETIM|Falta de Atenção à Condução|Tombamento|Com Vítimas Feridas|Plena Noite|Nublado|1|0|1|0
268497|2020-02-10|segunda-feira|17:35:00|SC|280.0|SAO FRANCISCO DO SUL|Velocidade Incompatível|Colisão transversal|Com Vítimas Feridas|Pleno dia|Nublado|2|0|0|2
268498|2020-02-10|segunda-feira|16:10:00|AL|423.0|DELMIRO GOUVEIA|Falta de Atenção à Condução|Colisão frontal|Com Vítimas Fatais|Pleno dia|Céu Claro|3|1|2|0
268499|2020-02-10|segunda-feira|19:10:00|AL|316.0|ATALAIA|Desobediência às normas de trânsito pelo condutor|Colisão traseira|Com Vítimas Feridas|Plena Noite|Céu Claro|3|0|2|0
268501|2020-02-10|segunda-feira|19:45:00|PE|423.0|GARANHUNS|Não guardar distância de segurança|Colisão transversal|Com Vítimas Feridas|Plena Noite|Céu Claro|2|0|1|0
268502|2020-02-10|segunda-feira|19:40:00|MS|163.0|CAMPO GRANDE|Desobediência às normas de trânsito pelo condutor|Tombamento|Com Vítimas Feridas|Plena Noite|Nublado|2|0|2|0
268503|2020-02-10|segunda-feira|21:30:00|GO|60.0|JATAI|Condutor Dormindo|Saída de leito carroçável|Com Vítimas Feridas|Plena Noite|Nublado|1|0|1|0
268504|2020-02-10|segunda-feira|20:00:00|CE|116.0|ICO|Animais na Pista|Atropelamento de Animal|Sem Vítimas|Plena Noite|Nublado|1|0|0|0
268505|2020-02-10|segunda-feira|21:10:00|MG|381.0|IGARAPE|Velocidade Incompatível|Saída de leito carroçável|Com Vítimas Feridas|Plena Noite|Chuva|1|0|1|0
268506|2020-02-10|segunda-feira|22:00:00|PR|376.0|PARANAVAI|Defeito Mecânico no Veículo|Tombamento|Com Vítimas Feridas|Plena Noite|Céu Claro|1|0|1|0
268507|2020-02-10|segunda-feira|22:30:00|PR|376.0|TIBAGI|Falta de Atenção à Condução|Colisão traseira|Com Vítimas Feridas|Plena Noite|Ignorado|2|0|0|1
268508|2020-02-10|segunda-feira|22:15:00|SC|101.0|BALNEARIO CAMBORIU|Desobediência às normas de trânsito pelo condutor|Colisão lateral|Sem Vítimas|Plena Noite|Céu Claro|2|0|0|0
268509|2020-02-10|segunda-feira|22:30:00|BA|116.0|SANTO ESTEVAO|Defeito Mecânico no Veículo|Saída de leito carroçável|Com Vítimas Feridas|Plena Noite|Céu Claro|2|0|2|0
268510|2020-02-10|segunda-feira|22:25:00|RS|392.0|RIO GRANDE|Ingestão de Álcool|Saída de leito carroçável|Com Vítimas Feridas|Plena Noite|Nublado|2|0|1|0
268511|2020-02-10|segunda-feira|22:45:00|PR|277.0|PARANAGUA|Falta de Atenção à Condução|Colisão lateral|Com Vítimas Feridas|Plena Noite|Nublado|3|0|1|0
268512|2020-02-10|segunda-feira|18:35:00|MT|163.0|SINOP|Ultrapassagem Indevida|Colisão lateral|Com Vítimas Feridas|Anoitecer|Nublado|2|0|1|0
268513|2020-02-10|segunda-feira|23:00:00|GO|70.0|AGUAS LINDAS DE GOIAS|Falta de Atenção à Condução|Colisão traseira|Com Vítimas Feridas|Anoitecer|Céu Claro|3|0|1|0
268514|2020-02-10|segunda-feira|19:30:00|PB|104.0|REMIGIO|Defeito Mecânico no Veículo|Saída de leito carroçável|Com Vítimas Feridas|Plena Noite|Céu Claro|1|0|1|0
268515|2020-02-10|segunda-feira|23:25:00|DF|20.0|BRASILIA|Defeito na Via|Atropelamento de Pedestre|Com Vítimas Feridas|Plena Noite|Céu Claro|2|0|1|0
268516|2020-02-10|segunda-feira|23:20:00|DF|60.0|BRASILIA|Falta de Atenção à Condução|Saída de leito carroçável|Com Vítimas Feridas|Plena Noite|Nublado|1|0|1|0
268517|2020-01-29|quarta-feira|15:00:00|RJ|116.0|GUAPIMIRIM|Falta de Atenção à Condução|Engavetamento|Com Vítimas Feridas|Pleno dia|Céu Claro|4|0|1|0
268518|2020-02-10|segunda-feira|23:50:00|RJ|116.0|BARRA MANSA|Velocidade Incompatível|Saída de leito carroçável|Com Vítimas Feridas|Plena Noite|Chuva|1|0|0|1
268519|2020-02-11|terça-feira|00:30:00|MG|40.0|ESMERALDAS|Falta de Atenção à Condução|Colisão traseira|Com Vítimas Feridas|Plena Noite|Nublado|2|0|1|0
268520|2020-02-10|segunda-feira|21:20:00|MG|262.0|MARTINS SOARES|Falta de Atenção à Condução|Colisão transversal|Com Vítimas Feridas|Plena Noite|Céu Claro|2|0|1|0
268521|2020-02-06|quinta-feira|13:55:00|SP|381.0|ATIBAIA|Restrição de Visibilidade|Colisão com objeto estático|Sem Vítimas|Pleno dia|Chuva|1|0|0|0
268522|2020-02-11|terça-feira|00:50:00|SP|381.0|SAO PAULO|Pista Escorregadia|Colisão traseira|Com Vítimas Feridas|Plena Noite|Garoa/Chuvisco|4|0|1|0
268523|2020-02-10|segunda-feira|18:10:00|SP|381.0|ATIBAIA|Pista Escorregadia|Colisão com objeto estático|Sem Vítimas|Plena Noite|Chuva|1|0|0|0
268524|2020-02-10|segunda-feira|23:45:00|GO|153.0|HIDROLANDIA|Condutor Dormindo|Colisão traseira|Com Vítimas Feridas|Plena Noite|Nublado|3|0|1|1
268525|2020-02-10|segunda-feira|23:30:00|GO|60.0|GOIANAPOLIS|Condutor Dormindo|Saída de leito carroçável|Com Vítimas Feridas|Plena Noite|Céu Claro|1|0|1|0
268526|2020-02-10|segunda-feira|22:45:00|BA|110.0|HELIOPOLIS|Velocidade Incompatível|Saída de leito carroçável|Com Vítimas Feridas|Plena Noite|Nublado|1|0|1|0
268527|2020-02-11|terça-feira|00:05:00|SP|488.0|APARECIDA|Velocidade Incompatível|Colisão com objeto estático|Sem Vítimas|Plena Noite|Chuva|1|0|0|0
268528|2020-02-10|segunda-feira|21:40:00|GO|60.0|GOIANAPOLIS|Avarias e/ou desgaste excessivo no pneu|Incêndio|Com Vítimas Feridas|Plena Noite|Céu Claro|15|0|1|0
268529|2020-02-11|terça-feira|01:10:00|RJ|101.0|CASIMIRO DE ABREU|Falta de Atenção à Condução|Colisão traseira|Sem Vítimas|Plena Noite|Chuva|2|0|0|0
268530|2020-02-11|terça-feira|04:15:00|RN|101.0|SAO JOSE DE MIPIBU|Condutor Dormindo|Saída de leito carroçável|Com Vítimas Feridas|Amanhecer|Céu Claro|3|0|2|0
268531|2020-02-10|segunda-feira|19:45:00|MA|135.0|BACABEIRA|Animais na Pista|Atropelamento de Animal|Com Vítimas Feridas|Plena Noite|Céu Claro|1|0|1|0
268532|2020-02-11|terça-feira|04:50:00|SC|470.0|GASPAR|Condutor Dormindo|Colisão frontal|Com Vítimas Feridas|Plena Noite|Céu Claro|2|0|1|0
268533|2020-02-11|terça-feira|05:20:00|RS|116.0|ESTEIO|Falta de Atenção à Condução|Tombamento|Com Vítimas Feridas|Amanhecer|Céu Claro|2|0|1|0
268534|2020-02-11|terça-feira|05:35:00|PB|230.0|JOAO PESSOA|Velocidade Incompatível|Tombamento|Com Vítimas Feridas|Pleno dia|Nublado|3|0|1|1
268535|2020-02-11|terça-feira|06:20:00|SP|116.0|JACAREI|Defeito Mecânico no Veículo|Colisão com objeto estático|Com Vítimas Feridas|Pleno dia|Chuva|1|0|1|0
268536|2020-02-10|segunda-feira|22:30:00|PE|232.0|BEZERROS|Condutor Dormindo|Capotamento|Com Vítimas Feridas|Plena Noite|Vento|1|0|1|0
268537|2020-02-11|terça-feira|05:10:00|ES|482.0|DORES DO RIO PRETO|Falta de Atenção à Condução|Saída de leito carroçável|Com Vítimas Feridas|Amanhecer|Nublado|1|0|1|0
268538|2020-02-10|segunda-feira|21:20:00|RO|435.0|CEREJEIRAS|Falta de Atenção à Condução|Colisão traseira|Com Vítimas Feridas|Plena Noite|Nublado|2|0|1|0
268539|2020-02-11|terça-feira|06:40:00|PR|277.0|CAMPO LARGO|Falta de Atenção à Condução|Colisão lateral|Com Vítimas Feridas|Pleno dia|Nublado|2|0|2|0
268540|2020-02-11|terça-feira|06:50:00|RN|304.0|MACAIBA|Falta de Atenção à Condução|Colisão transversal|Com Vítimas Feridas|Pleno dia|Sol|3|0|1|0
268541|2020-02-11|terça-feira|07:30:00|SC|282.0|PALHOCA|Desobediência às normas de trânsito pelo condutor|Atropelamento de Pedestre|Com Vítimas Feridas|Pleno dia|Céu Claro|3|0|3|0
268542|2020-02-11|terça-feira|07:00:00|CE|20.0|CAUCAIA|Falta de Atenção à Condução|Colisão com objeto estático|Sem Vítimas|Pleno dia|Céu Claro|1|0|0|0
268543|2020-02-11|terça-feira|05:18:00|SC|280.0|CORUPA|Falta de Atenção à Condução|Colisão lateral|Com Vítimas Feridas|Amanhecer|Nevoeiro/Neblina|2|0|0|1
268544|2020-02-11|terça-feira|07:20:00|PR|369.0|LONDRINA|Velocidade Incompatível|Queda de ocupante de veículo|Com Vítimas Feridas|Pleno dia|Nublado|3|0|0|1
268545|2020-02-11|terça-feira|07:50:00|SC|280.0|JARAGUA DO SUL|Desobediência às normas de trânsito pelo condutor|Colisão traseira|Com Vítimas Feridas|Pleno dia|Nublado|2|0|1|0
268546|2020-02-11|terça-feira|07:45:00|SC|101.0|ITAJAI|Desobediência às normas de trânsito pelo condutor|Colisão lateral|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|0|1
268548|2020-02-11|terça-feira|07:55:00|RN|101.0|PARNAMIRIM|Falta de Atenção do Pedestre|Colisão com objeto estático|Com Vítimas Feridas|Pleno dia|Céu Claro|4|0|1|1
268549|2020-02-11|terça-feira|07:30:00|PE|101.0|RECIFE|Falta de Atenção à Condução|Colisão traseira|Com Vítimas Feridas|Pleno dia|Sol|2|0|1|0
268550|2020-02-11|terça-feira|07:20:00|RJ|101.0|ANGRA DOS REIS|Pista Escorregadia|Saída de leito carroçável|Sem Vítimas|Pleno dia|Chuva|1|0|0|0
268552|2020-02-11|terça-feira|07:40:00|PE|408.0|RECIFE|Defeito Mecânico no Veículo|Colisão com objeto em movimento|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|1|0
268553|2020-02-10|segunda-feira|22:50:00|RJ|101.0|NITEROI|Falta de Atenção à Condução|Tombamento|Com Vítimas Feridas|Plena Noite|Chuva|1|0|1|0
268554|2020-02-11|terça-feira|07:30:00|RJ|101.0|ANGRA DOS REIS|Velocidade Incompatível|Colisão frontal|Com Vítimas Feridas|Pleno dia|Chuva|6|0|3|3
268555|2020-02-11|terça-feira|04:50:00|RO|364.0|ARIQUEMES|Falta de Atenção à Condução|Colisão lateral|Com Vítimas Feridas|Amanhecer|Chuva|3|0|1|0
268556|2020-02-11|terça-feira|08:00:00|ES|101.0|MIMOSO DO SUL|Condutor Dormindo|Colisão frontal|Com Vítimas Feridas|Pleno dia|Chuva|2|0|1|0
268557|2020-02-11|terça-feira|08:15:00|PR|277.0|PARANAGUA|Defeito Mecânico no Veículo|Engavetamento|Com Vítimas Feridas|Pleno dia|Garoa/Chuvisco|3|0|0|1
268558|2020-02-11|terça-feira|02:00:00|MG|381.0|CARMOPOLIS DE MINAS|Condutor Dormindo|Saída de leito carroçável|Com Vítimas Feridas|Plena Noite|Chuva|1|0|1|0
268559|2020-02-11|terça-feira|06:45:00|RS|392.0|RIO GRANDE|Falta de Atenção à Condução|Colisão lateral|Com Vítimas Feridas|Pleno dia|Céu Claro|3|0|1|0
268560|2020-02-11|terça-feira|08:15:00|PB|230.0|JOAO PESSOA|Falta de Atenção à Condução|Colisão traseira|Com Vítimas Feridas|Pleno dia|Céu Claro|5|0|2|0
268561|2020-02-11|terça-feira|04:40:00|MT|158.0|AGUA BOA|Animais na Pista|Atropelamento de Animal|Com Vítimas Feridas|Plena Noite|Nublado|1|0|1|0
268562|2020-02-11|terça-feira|08:40:00|RS|290.0|PORTO ALEGRE|Não guardar distância de segurança|Colisão lateral|Com Vítimas Feridas|Pleno dia|Céu Claro|7|0|2|1
268563|2020-02-11|terça-feira|06:40:00|RO|435.0|COLORADO DO OESTE|Defeito Mecânico no Veículo|Colisão lateral|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|1|0
